rera_certificate_no,builder_name,complaint_count,cases_count,possession_delay_months
P51700008025,Theme Infraprojects Private Limited,3,1,49
P51700001677,BALAJI CONSTRUCTION,0,0,12
P51700004904,SADGURU ASSOCIATE,0,0,24
P51700002081,Charms Developers,0,2,30
P51700005462,GURUKRIPA LANDHOLDING LLP,0,0,41
P51700003212,Nirmal Lifestyle (Kalyan) Private Limited,11,2,76
P51700003544,Nirmal Lifestyle (Kalyan) Private Limited,3,0,85
P51700008449,MACROTECH DEVELOPERS LIMITED,6,0,12
P51700005234,Nirmal Lifestyle (Kalyan) Private Limited,34,0,31
P51700003274,Nirmal Lifestyle (Kalyan) Private Limited,22,0,109
P51700006147,MACROTECH DEVELOPERS LIMITED,6,0,12
P51700003543,Nirmal Lifestyle (Kalyan) Private Limited,23,1,87
P51700005653,VIJAY SURAKSHA REALTY LLP,24,25,25
P51700008385,SANTOSH NARAYAN SINGH THAKUR,5,1,90
P51700007057,Trimity Constructions,0,0,3
P51700007192,MACROTECH DEVELOPERS LIMITED,1,0,12
P51700005436,Nirmal Lifestyle (Kalyan) Private Limited,35,0,76
P51700005963,Pranjee Properties Pvt. Ltd,3,0,35
P51700003539,Nirmal Lifestyle (Kalyan) Private Limited,1,0,13
P51700005518,Nirmal Lifestyle (Kalyan) Private Limited,6,0,13
P51700006342,Nirmal Lifestyle (Kalyan) Private Limited,49,4,81
P51700008289,SAHAYOG CONSTRUCTION,0,0,12
P51700003537,Nirmal Lifestyle (Kalyan) Private Limited,21,6,81
P51700004170,SIDDIQUEE INFRASTRUCTURE CO.,0,0,48
P51700001517,Lodha Buildcon Private Ltd (Lodha Develoopers Pvt Ltd),11,0,14
P51700005344,VS DEVELOPERS,0,1,10
P51700001557,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,0,0
P51700008211,SMART PEOPLE,0,0,0
P51700003538,Nirmal Lifestyle (Kalyan) Private Limited,15,1,24
P51700010870,SKYLINE DEVELOPERS,0,0,42
P51700004494,Charms Corporation,0,0,0
P51700004459,MARUTI BUILDERS AND DEVELOPERS,0,0,18
P51700005284,M/s. Shubham Karoti Enterprises,0,0,0
P51700010249,MKY Infrastructure,44,0,11
P51700002055,Charms Developers,1,2,6
P51700005421,WADHWA BUILDCON,2,1,12
P51700004476,Charms Corporation,0,0,8
P51700012010,M/s. Shubham Karoti Enterprises,0,0,0
P51700005686,M/s. Shubham Karoti Enterprises,0,0,24
P51700013347,ASHTAVINAYAK ENTERPRISES,0,0,0
P51700005026,Shrinath Developers,0,0,12
P51700004654,Shree Tirupati Greenfield Developers,5,3,42
P51700008458,Gajanan Shyamrao Khabale,0,0,33
P51700012016,Hubtown Limited,0,2,80
P51700002876,Nirmal Lifestyle (Kalyan) Private Limited,6,1,12
P51700002875,Nirmal Lifestyle (Kalyan) Private Limited,7,0,20
P51700006711,Nirmal Lifestyle (Kalyan) Private Limited,21,0,75
P51700006383,Nirmal Lifestyle (Kalyan) Private Limited,26,1,75
P51700003461,Nirmal Lifestyle (Kalyan) Private Limited,8,0,28
P51700003433,NEELKAMAL REALTORS SUBURBAN PRIVATE LIMITED,76,120,108
P51700001361,Neelkanth Palm Realty,0,5,24
P51700001865,Chintamani Construction,0,0,6
P51700007265,UNIQUE BUILDCORN BUILDERS AND DEVELOPERS,2,0,29
P51700002007,ROSHNI ENTERPRISES,0,1,12
P51700002777,SHARDA VASTU NIRMITEE PVT. LTD.,0,0,5
P51700004417,Charms Corporation,0,0,6
P51700008759,RAHUL DILIP PATIL,0,0,12
P51700012171,SAIRATNA CONSTRUCTION,0,0,6
P51700001928,Siddhitech Homes Private Limited,13,5,50
P51700002123,ROSHNI ENTERPRISES,0,1,12
P51700001853,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,0,6
P51700005471,UNIQUE BUILDERS AND DEVELOPERS,2,0,35
P51700003984,KARNIKS EXOTICA,1,0,6
P51700006850,SIDDHI KRISH DEVELOPERS,0,2,15
P51700002727,KOMAL DREAM BUILDERS PRIVATE LIMITED,0,0,0
P51700001659,DREAM BUSINESS VENTURE,0,0,0
P51700007564,SCARLET BUILDERS & DEVELOPER,0,0,84
P51700005689,SIDDHI KRISH DEVELOPERS,0,2,15
P51700009304,KARRM INFRASTRUCTURE PRIVATE LIMITED,9,0,27
P51700007196,SIDDHI KRISH DEVELOPERS,0,2,15
P51700008427,RK CONSTRUCTION,6,0,0
P51700006815,SIDDHI KRISH DEVELOPERS,0,2,15
P51700005341,SIDDHI KRISH DEVELOPERS,1,2,72
P51700004403,SIDDHI KRISH DEVELOPERS,0,2,12
P51700007680,KARRM INFRASTRUCTURE PRIVATE LIMITED,10,0,12
P51700010325,KARRM INFRASTRUCTURE PRIVATE LIMITED,29,0,12
P51700011990,Rashmi Housing Private Limited,1,1,12
P51700008088,THARWANI CONSTRUCTIONS PVT LTD,0,1,53
P51700004314,CONTINENTAL BUILDERS AND DEVELOPERS,0,0,24
P51700004307,SATYAM BUILDERS AND DEVELOPERS,0,0,6
P51700010262,SHIVSAI BUILDERS & DEVELOPERS,0,0,0
P51700003643,MERIDIAN BUILDPRO PRIVATE LIMITED,0,0,24
P51700003655,Sheth Developers Private Limited,32,0,36
P51700006642,SKYLINE DEVELOPERS,0,0,12
P51700003166,GREYSTONE SPACES LLP,0,1,0
P51700001558,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,0,12
P51700003535,Piramal Estate Private Limited,1,4,12
P51700009341,NEMINATH ENTERPRISES,0,0,21
P51700001954,Hubtown Limited,0,0,72
P51700010126,L. K. Realtors,0,0,24
P51700006811,SIDDHI GAURAV ENTERPRISES,1,2,24
P51700006253,MUKTA REALITY,0,0,30
P51700005485,SIDDHI GAURAV ENTERPRISES,0,3,12
P51700003793,Piramal Estate Private Limited,7,6,0
P51700019886,Konark NIrman Pvt. Ltd.,0,0,6
P51700005079,Ashwamedh Builders & Developers,97,6,36
P51700005154,MUKTA DEVELOPERS,0,0,24
P51700010110,CHARMS PRIDE,0,0,6
P51700012365,SAVITA HOMEMAKERS LLP,7,2,24
P51700004624,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,0,0
P51700004817,MODERN CONSTRUCTION,0,0,12
P51700003283,Piramal Estate Private Limited,6,7,12
P51700003374,DEV LAND & HOUSING PVT LTD,0,0,35
P51700003872,SHIVAM DEVELOPER,0,0,0
P51700006081,PARAM DEVELOPERS,0,0,12
P51700005438,RACHANA ENTERPRISES,0,0,36
P51700003215,KARRM INFRASTRUCTURE PRIVATE LIMITED,44,1,71
P51700008284,KARRM INFRASTRUCTURE PRIVATE LIMITED,32,2,71
P51700009805,SHREE KRUPA ENTERPRISES,0,0,30
P51700010705,PACIFIC IMPRESSION,0,0,32
P51700008755,VIJAY CITISPACE PVT. LTD.,16,9,12
P51700008703,SHREE GANESH CONSTRUCTION COMPANY,0,0,12
P51700005910,SAI KRUPA BUILDERS,0,0,0
P51700006699,Yogiraj Powertech Pvt Ltd,1,0,27
P51700003931,MARUTI DEVELOPERS J.V.,0,0,6
P51700009475,RADHE KRISHNA INFRASTRUCTURE,0,0,0
P51700008622,M/S SHREE CONSTRUCTIONS,0,0,3
P51700004455,MNR DEVELOPERS,0,0,60
P51700005278,OM SHREE SAI DEVELOPERS,0,1,67
P51700007274,Sheth Developers Private Limited,16,0,12
P51700010086,PRAVIN SAKHARAM PATIL,0,0,3
P51700003568,M/S SHREE MANAS DEVELOPRS,0,0,0
P51700004741,Kalpataru Homes Private Limited,0,4,12
P51700004670,GLOBE REALTORS,0,0,12
P51700010159,SANCHITA CONSTRUCTION,0,0,12
P51700010709,Annapurna Universal,0,0,0
P51700006941,SHRI TIRUPATI REALTY,0,0,0
P51700002077,VIKRAM GROUP,0,0,12
P51700003338,AVISHKAR DEVELOPERS,0,0,4
P51700010453,Adik Jayaram Mhatre,0,0,39
P51700002072,dilip sudhakar deshmukh,0,0,12
P51700005705,Shuban Buildpro LLP,0,0,0
P51700002398,SHREE SAI BUILDERS AND DEVELOPERS,0,0,0
P51700009908,SWARAJ DEVELOPERS,0,0,2
P51700006524,DNYANESHWAR MAULI BUILDER & DEVELOPERS,0,0,0
P51700012166,SAI MAHAVIR DEVELOPERS,0,0,0
P51700008627,KAPLESHWARA BUILDERS AND DEVELOPERS,0,0,12
P51700009354,AVISION REALTORS,0,0,84
P51700005696,JNM ENTERPRISES,0,0,0
P51700008183,MAJESTIC INFRA PROJECTS PRIVATE LIMITED,0,0,12
P51700004443,SHREE VRAJ GLOBAL,0,0,121
P51700006697,SHAH GROUP BUILDERS LTD,1,1,12
P51700013083,SHREE DEVELOPERS,0,0,0
P51700003290,PIONEER INDUSTRIES,0,0,12
P51700005398,S D BHALERAO CONSTRUCTIONS PVT LTD - SANDHYA,0,0,21
P51700010082,HARAH  RAWAT,0,0,24
P51700012469,shree ramesh homes builders and developers,1,0,48
P51700009331,RAUNAK CORPORATION,0,5,12
P51700003453,Shrikrishna  Marathe,0,0,0
P51700005814,Geo Builders,0,2,6
P51700005851,ORCHID HOUSINGINFRA LLP,3,0,30
P51700003377,RAUNAK CORPORATION,0,1,12
P51700004577,PANVELKAR GROUP BUILDERS AND DEVELOPERS,0,0,12
P51700008856,Dipti Home Makers Pvt Ltd,0,0,12
P51700003187,PARVATI CONSTRUCTION CO.,0,0,12
P51700003210,RAUNAK CORPORATION,0,1,12
P51700003288,RAJU  JAIN,0,0,5
P51700002689,K. R. REAL ESTATE PVT. LTD.,3,0,12
P51700006182,RAUNAK CORPORATION,0,1,12
P51700009588,UNIQUE BUILDERS & DEVELOPERS,0,0,24
P51700002442,K. R. REAL ESTATE PVT. LTD.,1,0,12
P51700003400,M/S VASANT BUILDERS AND DEVELOPERS,0,1,15
P51700005045,MARATHON REALTY PVT LTD,0,0,30
P51700005049,MARATHON REALTY PVT LTD,0,0,36
P51700009190,SONY NOORIE REALITY,0,0,12
P51700004161,SADGURU INFRA,0,0,0
P51700004677,NIDHI ASSOCIATES,0,0,36
P51700003969,SHANKAR NAMAJI BHOIR,1,0,90
P51700005731,SHREE BALAJI BUILDERS & DEVELOPERS,0,0,0
P51700003329,ANJANA SAHEBRAO CHAVAN,1,1,12
P51700004461,M/s SHREE ODHAV DEVELOPERS,0,0,21
P51700003112,ARIHANT VATIKA REALTY PRIVATE LIMITED,2,1,24
P51700009247,Konark Lifespaces,0,0,16
P51700003912,HEER REALTY VENTURES PVT LTD,1,0,55
P51700009708,RIYAZ ACHHAN KHAN,0,0,0
P51700006805,OSIAN DWELLINGS PRIVATE LIMITED,0,0,18
P51700006990,JOHN  MATHEW,0,0,44
P51700013039,MOHAN HARDASMAL THARWANI,0,0,7
P51700009407,Poddar Housing and Development Limited,0,0,0
P51700005549,RONAK BUILDERS & DEVELOPERS,4,2,82
P51900004149,West Pioneer Properties India Pvt Ltd,1,1,12
P51700002130,Konark Lifespaces,0,0,18
P51700009860,VISHNU VATIKA,0,0,53
P51700008414,MOHAN HARDASMAL THARWANI,0,0,24
P51700011840,Offbeat Tech Park LLP,0,0,75
P51700005915,NEELKANTH ENTERPRISES,0,0,0
P51700005308,S J Construction Co,0,3,12
P51700011720,GANPATI RESIDENCY,0,0,24
P51700005211,Shree Abhilasha Nirmiti,0,0,12
P51700005507,SEEMA VIJAY NIKAM,0,0,3
P51700012391,KRISHNA ENTERPRISES,0,0,0
P51700006917,RADHEYSHYAM ROSHANLAL GUPTA,0,0,54
P51700012205,SHREE SAIBABA GRIHANIRMITI PRIVATE LIMITED,1,0,24
P51700011635,Seema Land Developers,0,0,12
P51700008839,NND Ambernath LLP,0,1,12
P51700003962,PRAFUL HARIBHAI SENJALIA,0,0,78
P51700004472,RACHANA ENTERPRISES,0,0,24
P51800004249,TRIVENI LIFE STYLE DEVELOPERS LLP,0,0,17
P51700006312,COURTYARD REAL ESTATE PRIVATE LIMITED,1,1,24
P51700008415,MOHAN HARDASMAL THARWANI,0,0,48
P51700010007,GREEN AVENUE CONSTRUCTIONS,0,0,15
P51700002268,KIRAN REALTY,0,0,24
P51700008438,SANKALP DEVELOPERS,0,1,36
P51700004772,BHAVANI ENTERPRISES,0,0,48
P51700006102,SUDHIR DAMODAR GHATNEKAR,0,0,0
P51700010093,Rohit Developers,0,0,11
P51700003151,AKRUTI ASSOCIATES,0,0,0
P51700012376,EKVEERA ENTERPRISES,0,0,0
P51700010579,SAVITA HOMEMAKERS LLP,33,2,48
P51700002731,MOHAN LIFESPACES LLP,1,1,24
P51700008354,SWARLAND DEVELOPERS LIMITED,0,0,12
P51700009900,Bhagwati Abhilasha Conventure,0,5,113
P51700007573,Abhidarshan Combines,0,0,24
P51700010837,Acme Housing India Private Limited,1,6,0
P51700010925,Acme Housing India Private Limited,1,6,0
P51700004777,VISHNU GROUP,0,0,48
P51700006197,MOHAN HARDASMAL THARWANI,0,1,18
P51700003971,MOHAN LIFESPACES LLP,0,1,24
P51700005374,METRO DEVELOPERS,0,3,5
P51700006069,BALAJI BUILDCON,0,0,53
P51700007492,MOHAN HARDASMAL THARWANI,0,1,12
P51700005570,LANDSCAPE VENTURES,0,0,3
P51700007370,WADHWA BUILDCON LLP,0,1,24
P51700005142,SADASHIV INFRA,0,0,0
P51700007549,MOHAN HARDASMAL THARWANI,0,1,13
P51700007936,N.ROSE DEVELOPERS PVT LTD,1,0,21
P51700004679,ARIHANT SUPERSTRUCTURES LIMITED,0,0,18
P51700008388,SiroyaFM Constructions Pvt Ltdo,1,2,124
P51700005632,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,0,12
P51700003240,RATTAN PROPERTIES AND PROJECTS PRIVATE LIMITED,0,0,0
P51700004903,MAYUR GROUP,0,0,12
P51700004805,PATASKAR DEVELOPERS PVT. LTD,0,2,96
P51700005512,SHASHWAT HOMES,0,0,6
P51700004184,SHREE RADHAKRISHNA DEVELOPER,0,0,0
P51700005403,M/S GIRIJA DEVELOPERS,0,0,58
P51700005645,akshay enterprises,0,0,0
P51700008542,NEXUS BUILDERS AND DEVELOPERS PVT LTD,0,7,12
P51700011610,Ornate Buildcon Developers,0,0,24
P51700006054,KIRAN REALTY,0,0,12
P51700007150,NAVADITYA DEVELOPERS,0,0,24
P51700009814,SHASHWAT HOMES,0,0,6
P51700004806,gupta builders and developers,10,2,66
P51700012446,PATIL AND ASSOCIATES,0,0,15
P51700004730,BHAVANI ENTERPRISES,1,0,20
P51700009313,Atlanta Landmark,0,0,12
P51700007972,YASH INFRA,0,0,16
P51700005566,VIJAY RAVJIBHAI GAJRA,0,0,24
P51700012480,KULSWAMINI DEVELOPERS,0,0,0
P51700009544,SHREE RAM BUILDERS,0,0,12
P51700005035,MEENAR ASSOCIATES,0,0,12
P51700009261,SIDDHIVINAYAK ENTERPRISES,0,0,12
P51700003956,Paras Leela Enterprises,0,0,12
P51700005218,SHREE NEMINATH BUILDPRO,0,0,12
P51700005781,SIMCO DEVELOPER,2,0,12
P51700012518,Arshad Ahmed Siddiqui,0,5,12
P51700003086,MAITRI CONSTRUCTION,0,0,32
P51700004695,Pranjee Properties Pvt. Ltd,0,0,15
P51700009016,Poddar Housing and Development Limited,0,0,0
P51700005580,GAONDEVI DEVELOPERS,0,1,35
P51700008092,AMRUT BUILDERS,0,0,18
P51700004370,Gayatri Developers,0,0,0
P51700005023,UMIYA ENTERPRISES,0,0,6
P51700003954,PLATINUM LIFESPACES,0,0,12
P51700008121,CREATIVE CONSTRUCTION,0,0,24
P51700012381,Ekdant Constructions and Developers Private Limited,1,1,48
P51700007989,Versatile Corporation,0,0,72
P51700005808,SHAURYA INFRA BUILDERS AND DEVELOPERS,0,0,12
P51700006405,KIRAN REALTY,0,0,12
P51700005020,KRISHNA SPACE,0,0,0
P51700007595,Pranjee Properties Pvt. Ltd,0,0,12
P51700009216,LUXORA REALTORS PRIVATE LIMITED,2,2,54
P51700004780,Rachana Projects,0,0,3
P51700003156,SAMRUDDHI DEVELOPERS,0,0,12
P51700004142,STALWART IMPEX PVT LTD,0,0,12
P51700012135,STALWART IMPEX PVT LTD,0,0,2
P51700003993,Sai Mangal Enterprises,0,0,39
P51700007590,VIHANG ENTERPRISES,71,1,12
P51700009156,Poddar Housing and Development Limited,0,0,36
P51700010372,VINAYAK BUILDERS & DEVELOPERS,0,0,4
P51700010902,VASTU GANESH BUILDERS AND DEVELOPERS,0,0,0
P51700010512,NAVIN NARANJI JAIN,0,0,0
P51700005364,HARI OM DEVELOPERS,0,1,0
P51700007961,S.K. DEVELOPERS,0,0,0
P51700010173,SAIPOOJAN ENTERPRISES,0,0,12
P51700008886,D. D. ASSOCIATES,0,6,0
P51700011992,VASUDEV VISHWANATH PATIL,0,0,3
P51700009061,USHA CONSTRUCTION CO,0,0,2
P51700003862,T Bhimjyani Realty Pvt.Ltd.,1,3,50
P51700005215,LAKHANI REALTY LLP,2,0,12
P51700009674,SIDDIQUEE CONSTRUCTION CO.,0,0,54
P51700010114,WADHWA BUILDCON LLP,1,1,0
P51700012319,CLUBLIFE REALTORS PRIVATE LIMITED,2,0,59
P51700003061,MAITRI RACHANA,0,0,35
P51700008346,K. R. REAL ESTATE PVT. LTD.,0,0,0
P51700008556,DESAI CONSTRUCTIONS,0,0,0
P51700004552,VEER MARUTI DEVELOPERS,12,0,24
P51700011991,Jangid Contructions,1,1,24
P51700011989,WADHWA BUILDCON LLP,0,1,0
P51700010990,PRAKASH BHOJRAJ SHEWANI,0,0,0
P51700004127,Jangid Contructions,20,1,25
P51700004749,Jangid Contructions,1,1,44
P51700006040,AANYA REALTORS,15,0,74
P51700005442,Shree Tirupati Greenfield Developers,0,2,0
P51700011130,MATHURA REALTOR,0,0,36
P51700012318,GOPAL KRISHNA DEVELOPERS,0,0,6
P51700013185,SAIRAJ ENTERPRISES,0,0,4
P51700005811,OM REALTY,0,0,0
P51700005623,D. D. ASSOCIATES,2,6,6
P51700005917,AAUM CONSTRUCTIONS,0,0,0
P51700008344,AASHRAY INFRA,0,0,12
P51700009325,SHREE SAMARTH ASSOCIATES,0,0,0
P51700008416,ATLANTIC CONSTRUCTION,0,0,0
P51700008502,Konark NIrman Pvt. Ltd.,1,0,0
P51700008197,ARUN BALU PATIL,0,0,24
P51700008912,New Royal Construction Company.,0,0,85
P51700007252,PRIDE ENTERPRISES,0,0,9
P51700008522,LIFESPACE REALTY,0,0,13
P51700005137,KALYAN DEVELOPMENT CORPORATION,0,0,18
P51700003623,OM ADITYA ASSOCIATES,0,0,12
P51700012503,SHAH GROUP BUILDERS & INFRAPROJECTS LTD,0,0,12
P51700011147,MEENAR ASSOCIATES,0,0,0
P51700008450,mukund balu keni,0,0,0
P51700005680,SHREE SAI AASHRAY DEVELOPERS,0,0,0
P51700006747,J M SKYLINE GROUP,0,0,48
P51700007282,Shreedham Construction Private Limited,1,0,12
P51700007849,Suyash Enterprises,0,0,30
P51700004393,Panvelkar Realty Private Limited,0,0,12
P51700005941,AMRUT BUILDERS,0,0,36
P51700005912,AANYA REALTORS,20,0,63
P51700006948,WADHWA BUILDCON LLP,1,1,12
P51700006631,ITNOA CONSTRUCTION PRIVATE LIMITED,0,0,60
P51700009367,Good Earth Build Well Private Limited,0,0,36
P51700006153,JAY AMBE DEVELOPERS,0,0,0
P51700011381,AVNI CORPORATION,0,0,22
P51700012040,AMRUT BUILDERS,0,0,36
P51700003973,MAITRI CONSTRUCTION,0,0,18
P51700009534,Shubha Developers,0,0,46
P51700009788,BRIGHT SKY HEIGHTS BUILDERS AND DEVELOPERS PRIVATE LIMITED,5,1,80
P51700008682,SHREE KULSWAMI DEVELOPERS,0,0,24
P51700009578,Akshar Developers,6,0,96
P51700009950,Kanubhai Mohanbhai Lakkad,0,0,48
P51700003328,SAI BALAJI DEVELOPER,0,4,37
P51700003281,Uma Creative,0,0,0
P51700012454,Mirador Dewellers Pvt Ltd,0,0,60
P51700003177,VEDANT CONSTRUCTION,0,0,12
P51700009583,Gayasuddin Riyazuddin Khan,0,0,6
P51700007732,BHAWARLAL MOHANLAL JAIN,0,0,68
P51700003359,UNNATHI ESTATES,0,1,12
P51700009111,Vraj Ratan Buildcon Pvt Ltd,0,0,93
P51700004774,SHREE SIDDHIVINAYAK ENTERPRISES,1,1,9
P51700011345,METRO CONSTRUCTION,0,0,31
P51700009886,SANGHVI PREMISES PRIVATE LIMITED,0,0,57
P51700009110,Gagan Developers & Engineers,0,0,18
P51700010231,SAI ASHRAY DEVELOPERS PVT LTD,0,1,53
P51700010999,IDEAL ENTERPRISES,0,0,18
P51700008671,SAI ASHRAY DEVELOPERS PVT LTD,15,1,83
P51700005650,SAI ASHRAY DEVELOPERS PVT LTD,0,1,87
P51700010988,DOSTI REALTY LTD,1,1,18
P51700005479,SAI ASHRAY DEVELOPERS PVT LTD,4,1,87
P51700005322,NOBLE CONSTRUCTIONS,0,0,12
P51700008860,SHREE UMIYA GROUP,2,0,12
P51700007642,EKVEERA ENTERPRISES,0,0,12
P51700011742,SAI ASHRAY DEVELOPERS PVT LTD,15,2,86
P51700008497,NEWA REALITY INFRASTRUCTURE,0,0,12
P51700006338,Mutha Properties,0,1,72
P51700004406,MADHU HARSHAD DOSHI,0,2,54
P51700006632,NEETA UMESH DHARNIDHARKA,0,0,6
P51700009019,Om Shiv Enterprises,0,0,0
P51700004399,MADHU HARSHAD DOSHI,0,2,54
P51700005345,MADHU HARSHAD DOSHI,0,2,54
P51700003746,MANOJ VASUDEV VAIDYA,0,0,6
P51700003414,Theme Developers Private Limited,4,3,24
P51700003426,SPACE CORPORATION,0,2,156
P51700004794,Tycoons Avanti Projects LLP,6,0,30
P51700009719,PYRAMID INFRATECH CO.,0,0,0
P51700008788,ACORN REALITIES,0,0,0
P51700011728,Vraj Ratan Buildcon Pvt Ltd,0,0,99
P51700005477,HORIZON PROJECTS PVT LTD,6,0,12
P51700007377,GAURANG PROPERTIES PVT. LTD.,0,0,39
P51700009127,Bhagwati Space Conventure,0,0,12
P51700009063,RAMCHANDRA PARSHURAM VARAK,0,1,0
P51700010776,SHAILESH SHOBNATH MISHRA,0,0,24
P51700006954,NEWA TECHNOCITY (I) PRIVATE LIMITED,0,0,51
P51700012252,SHREE JI ENTERPRISES,10,0,12
P51700002701,VPA Developers,0,0,2
P51700012253,SAHYADRI GRIH NIRMAN,0,0,12
P51700010310,NEWA TECHNOCITY (I) PRIVATE LIMITED,0,0,51
P51700007780,KASATA HOME TECH,0,0,12
P51700006037,Haresh Gurbux Doulatani,0,2,48
P51700012014,SRI DEVELOPER,0,0,24
P51700010020,SAMARTH DEVELOPERS,0,0,0
P51700011439,Gajanan Krupa Developers,0,0,24
P51700011642,Shree Swami Samartha Associates,0,0,12
P51700006565,DOSTI ENTERPRISES,7,0,12
P51700006686,ANJANA SAHEBRAO CHAVAN,0,0,24
P51700008884,AAROHI DEVELOPMENT CORPORATION,0,0,6
P51700008580,Om Sai Riddhi Siddhi Developers,0,0,6
P51700010437,Pappu Developers & Group,0,0,0
P51700010323,PARSHVANATH DEVELOPERS,0,0,4
P51700004574,Dhruva Woollen Mills Pvt Ltd,40,0,44
P51700004497,GOOD LUCKDEVELOPERS,0,1,12
P51700006252,Shamirth Infra Private Limited,3,1,60
P51700009543,APACE REALTY,0,0,24
P51700009729,Concorde Realty,0,1,39
P51700007910,OTTO CONSTRUCTIONS,0,0,0
P51700012275,SHREE SAIBABA CONSTRUCTIONS PRIVATE LIMITED,0,0,32
P51700008491,APACE REALTY,0,0,72
P51700010280,APACE REALTY,0,0,72
P51700006732,Bhavani Enterprises,0,0,0
P51700006142,APACE REALTY,0,0,72
P51700010318,APACE REALTY,0,0,36
P51700006658,M/S SQUAREFEET ECO HOUSING LLP,0,1,12
P51700012310,VARDHMAN ENTERPRISES,0,0,0
P51700009032,APACE REALTY,0,0,48
P51700005803,APACE REALTY,0,0,48
P51700010034,SHREE SQUAREFEET ENTERPRISES LLP,0,0,12
P51700008767,M K PATIL DEVELOPERS,0,0,0
P51700003616,Nirmal Lifestyle (Kalyan) Private Limited,32,0,12
P51700003404,T Bhimjyani Realty Pvt.Ltd.,0,3,65
P51700006201,MIKONIC STRUCTURES,0,0,0
P51700006977,TRINITY CONSTRUCTION CO.,36,0,18
P51700011189,SHREE SAI BALAJI ENTERPRISES,0,0,0
P51700004981,M K PATIL DEVELOPERS,0,0,52
P51700006857,MOHAN HARDASMAL THARWANI,0,0,24
P51700011737,ATULYA TOWNSHIP BUILDCOM PVT LTD,0,0,11
P51700006692,MITALI CONSTRUCTION,0,0,5
P51700008565,M K PATIL DEVELOPERS,0,0,0
P51700001982,RAJARAM CONSTRUCTION,0,1,0
P51700004825,Shree Munisuvrat Realty,0,0,0
P51700010980,UMA SAGAR HOMES,0,0,12
P51700008600,Shivam Developers,0,0,36
P51700012445,SHREEJI & INNOVATIVE DEVELOPERS,0,0,0
P51700003887,METRO INFRA,0,0,0
P51700003607,MOHAN LIFESPACES LLP,0,2,66
P51700009075,Trimurti Construction Co,0,0,33
P51700003397,SUNRISE LIFESPACES LLP,0,0,38
P51700009168,HORIZON PROJECTS PVT LTD,3,0,12
P51700005373,HARAKCHAND NENMAL JAIN,0,1,21
P51700007140,SANGHVI PREMISES PRIVATE LIMITED,0,0,78
P51700009177,DEEP HOMES & CONSTRUCTIONS LLP,26,0,31
P51700005837,Trimurti Construction Co,0,0,18
P51700008168,RAMESHAWAR BUILDERS & DEVELOPERS,0,0,10
P51700003768,SHARPMIND INFRASTRUCTURE PRIVATE LIMITED,0,0,20
P51700005861,SHREE SIDDHI CONSTRUCTION,0,0,42
P51700006308,Dream Realtors,0,0,0
P51700009467,Ashtavinayak Infrastructure,0,1,2
P51700004410,AAROHI DEVELOPMENT CORPORATION,0,0,0
P51700011065,AANYA RESIDENCES,5,0,48
P51700011661,SWANAND CONSTRUCTION CO,0,0,36
P51700009469,ITTEHAD BUILDERS AND DEVELOPERS,0,0,18
P51700009109,GREENWORLD DEVLOPERS PVT. LTD.,0,0,24
P51700005390,ANKITA BUILDERS,0,0,54
P51700004223,SHRI SAI DEVELOPERS,0,0,1
P51700006925,MADHU HARSHAD DOSHI,0,2,36
P51700006847,Om Sai Infra & Om Sai Group,10,0,27
P51700009857,AKSHAR BUILDERS AND DEVELOPER,0,0,12
P51700011752,NEELKANTH INFRATECH CO,0,0,12
P51700011114,ADESHWAR ASSOCIATES,0,0,0
P51700012247,SIDDHI REAL ESTATE DEVELOPERS,0,17,12
P51700008741,AASHIYANA BUILDERS ANDDEVELOPERS,0,0,0
P51700007320,MADHU HARSHAD DOSHI,0,2,36
P51700010469,VINAYAK ENTERPRISES,0,0,0
P51700011863,NEPTUNE DEVELOPERS LIMITED,0,7,0
P51700003705,NEPTUNE DEVELOPERS LTD,0,5,12
P51700003360,Abhishek Consttruction Co,2,4,33
P51700011191,NEPTUNE DEVELOPERS LIMITED,0,5,0
P51700005899,NEPTUNE DEVELOPERS LTD,0,6,12
P51700004929,JEEVAN ENTERPRISES,0,0,3
P51700011861,NEPTUNE DEVELOPERS LIMITED,0,5,0
P51700009783,NEPTUNE DEVELOPERS LTD,1,6,12
P51700005949,NEPTUNE DEVELOPERS LTD,0,6,12
P51700009803,NEPTUNE DEVELOPERS LIMITED,0,7,0
P51700011913,NEPTUNE DEVELOPERS LTD,1,5,12
P51700009447,ALFA ENTERPRISES,6,0,48
P51700014710,SHREE DATTA ENTERPRISES,0,0,0
P51700008931,NEPTUNE DEVELOPERS LTD,1,5,12
P51700010039,SAI CITY DEVELOPERS,0,0,6
P51700010108,Shree Swami Krupa Builders and Developers,0,0,0
P51700002953,Laxmi Kamal Associates,0,0,18
P51700009528,ANKITA BUILDERS,0,0,54
P51700009813,MOHAN KEDARNATH KRISHNAVANSHI,0,0,18
P51700006965,JAGDALE INFRASTRUCTURE PVT. LTD.,0,0,48
P51700005237,shree shakti developers,0,0,53
