rera_certificate_no,builder_name,complaint_count,cases_count,possession_delay_months
P51700020293,SANJAYKUMAR MAKANJI KOTAK THAKKAR,0,0,0
P51700020448,J.K.INFRA,0,0,0
P51700020429,MASTER BUILDCON,0,0,0
P51700020338,GLOBE REALTY,0,0,0
P51700020405,M/s Ekdant Housing,0,0,0
P51700020373,Palava Dwellers Pvt Ltd,1,0,0
P51700020637,RAMESHWAR YASHWANT PATIL,0,0,0
P51700020600,OM SAI REALTY,0,0,0
P51700020430,PINNACLE CORPORATION,0,0,0
P51700020451,WESTERN ARCH DEVELOPERS,0,0,0
P51700020374,A PLUS LIFE SPACE,0,0,4
P51700021026,GIRIJA INFRASTRUCTURE,0,0,0
P51700021504,SAI SHRADDHA CONSTRUCTIONS,0,0,0
P51700020522,REAL ENTERPRISE,0,0,0
P51700020644,SAMARTH SAI BUILDERS & DEVELOPERS,0,0,0
P51700020586,Bhalchandra  Wadnerkar,0,0,0
P51700020525,Dashmesh Infrastructure,0,0,0
P51700023481,SHREE DHANLAXMI PROPERTIES AND DEVELOPERS,0,0,0
P51700020508,WELKIN DEVELOPERS,0,0,0
P51700020467,GREEN DEVELOPERS,0,0,0
P51700020599,JOHAR HASAN ZOJWALLA,0,0,0
P51700020559,RAJENDRA  GHORPADE,0,0,6
P51700020548,LANDSCAPE INFRASTRUCTURE,0,0,18
P51700020587,ABHIJEET PRIDE,0,0,0
P51700020758,AVISHKAR BUILDCON,0,0,0
P51700020581,SANCHIT ENTERPRISES,0,0,0
P51700023570,M/S SAI PROPERTIES,0,0,0
P51700020576,AGILE ENTERPRISES,0,0,0
P51700020614,Aboli Estates,0,0,0
P51700020673,GAVDEVI INFRA,0,0,42
P51700020958,LAXMI CONSTRUCTION,0,0,24
P51700020807,PARISPARSH,0,0,0
P51700021065,SHIVA AMRUT ENTERPRISES,0,0,0
P51700020874,KRISHNA BUILDERS & DEVELOPERS,0,0,12
P51700020677,RATTAN PROPERTIES AND PROJECTS PRIVATED LIMITED,0,0,0
P51700020767,ARHAM DEVELOPERS,0,0,0
P51700020706,MITRA HOMES,0,0,0
P51700020680,OM DEVELOPERS,0,0,12
P51700020715,SHREE SARASWATI DEVELOPERS,0,0,0
P51700020725,GURU ASHISH CORPORATION,0,0,0
P51700028429,ARIHANT ENTERPRISES,0,0,0
P51700020741,T Bhimjyani Realty Pvt.Ltd.,0,3,0
P51700020756,METRO CREATORS,0,0,0
P51700021165,LGS DEVELOPERS,0,0,12
P51700020827,SHREE RAMJI DEVELOPERS,0,0,0
P51700020811,SHIVALIK DEVELOPERS,0,0,0
P51700020907,N.M.Enterprises,0,0,0
P51700020810,AKSHAR REALTORS,0,0,0
P51700020733,Sagar Enterprise,0,0,12
P51700020837,SHRI HARI REALTY,0,0,0
P51700021160,SIDDHI REAL ESTATE DEVELOPERS,0,5,0
P51700020763,BHUMIRAJ BUILDERS PRIVATE LIMITED,0,16,0
P51700020918,SHREEJI ENTERPRISES,0,0,12
P51700028441,ARIHANT ENTERPRISES,0,0,0
P51700028430,ARIHANT ENTERPRISES,0,0,0
P51700027862,ARIHANT ENTERPRISES,0,0,0
P51700020846,JAGJEET SHRUSTI REALTORS,0,0,0
P51700021030,Matoshree Construction,0,0,0
P51700020863,M/S PUSHPAK DEVELOPERS,0,0,0
P51700020869,Mahalaxmi Builders & Developers,0,0,51
P51700022768,PARSHVA REALTORS,0,0,0
P51700020829,Raghunath Kedari Phadtare,0,0,0
P51700022599,T Bhimjyani Realty Pvt.Ltd.,0,0,0
P51700021015,QUALITY BUILDERS & DEVELOPERS,0,0,0
P51700020942,GAYASUDDIN RIYAZUDDIN KHAN,0,0,0
P51700020844,RAJAI DEVELOPERS,0,0,0
P51700022100,SHREE SAI DEVELOPERS,0,0,0
P51700020890,Neelyog Developers,0,0,0
P51700020881,Raymond Limited,0,11,0
P51700021033,Neelpadma Associates,0,0,0
P51700020951,Sharpmind Consultancy Services Private Limited,0,0,24
P51700020876,OM VILLA BUILDTECH LLP,0,0,0
P51700020950,Arpit Sushil Agarwal,0,0,0
P51700020946,SHIVRAJ DEVELOPERS,0,0,0
P51700020930,VIGHANHARTHA ENTERPRISES,0,0,0
P51700021050,TUSHIRAJ REALTECH PRIVATE LIMITED,1,0,23
P51700021074,VIGHNAHARTA DEVELOPERS,0,0,12
P51700021362,M/S SAGAR DEVELOPERS,0,0,12
P51700020976,SHIVNATH DEVELOPER,0,0,0
P51700021011,DHANANJAY DEVELOPERS,0,0,0
P51700021092,Ganesh Chandrakant Malvankar,0,0,0
P51700021189,MARATHON ENER-GEN,0,0,0
P51700021003,PRAGATI CONSTRUCTIONS,0,0,0
P51700021310,AMEYA ENTERPRISES,0,0,0
P51700021029,Samarth Construction,0,0,0
P51700021244,SHRI KRISHNA HOMES,0,0,0
P51700021285,UTKARSHA CONSTRUCTION,0,0,0
P51700021320,ACHIVERS CONSTRUCTION COMPANY,0,0,0
P51700021714,MADHU KACHHARAM ACHHRA HUF,0,0,0
P51700021365,ACHIVERS CONSTRUCTION COMPANY,0,0,0
P51700021197,NAYANTARA,0,0,19
P51700023483,SHREE SAI VENTURES,0,0,0
P51700021153,SHREE SAI BALAJI ASSOCIATES,0,1,12
P51700021149,MUKUND SHRIDHAR SHRIKHANDE,0,0,12
P51700021246,TRIMURTY INFRATECH,0,0,12
P51700022446,SAPTSHRUNGI CONSTRUCTION CO,0,0,21
P51700021486,APNA GHAR BUILDERS AND DEVELOPERS,0,0,0
P51700021173,SHUBHAM BUILDERS & DEVELOPERS,0,0,15
P51700021200,SHREE RAJ PROPERTIES DEVELOPERS,0,0,0
P51700021215,M/ SAI BHAKTI BUILDERS,0,0,0
P51700021238,ANUP SHYAM KARNANI,0,0,0
P51700021187,M/s VISHAL CONSTRUCTION,0,1,0
P51700021185,DAYANAND TULASHIRAM KIRATKAR,2,0,0
P51700022360,SHREE DEVELOPERS,0,0,0
P51700021437,M/S. VISHNU GROUP,0,0,0
P51700022649,H P DEVELOPERS,0,0,18
P51700021474,Kalpataru Homes Private Limited,0,4,0
P51700021333,MAHAVIR ENTERPRISES,0,0,12
P51700021264,JEWEL ORIENT,0,0,18
P51700021364,MAHAVIR ENTERPRISES,0,0,0
P51700021794,PATEL & CO.,0,0,18
P51700021647,Dhulchand Shankar Naik,0,0,0
P51700021328,GULAMSHAH AZGAR ALI,0,0,24
P51700021315,EMPIRE INDUSTRIES LIMITED,0,0,0
P51700021321,Panvelkar Realty Private Limited,0,0,30
P51700021594,MANGALYA DEVELOPER,0,0,0
P51700021284,SAI HOMES,0,0,0
P51700021955,SEACITY REALITY,0,0,12
P51700021978,PRANNAV DEVELOPERS,0,0,12
P51700021305,TECHNO PACK SOFTWARE SERVICES PRIVATE LIMITED,0,0,0
P51700021273,SIDDHIVINAYAK HOMES,0,0,12
P51700021397,BHAGWATI VENTURES LLP,0,0,0
P51700021395,MOHAN LIFESPACES LLP,0,0,12
P51700021967,SEASONS SAI DEVELOPERS,0,0,0
P51700021480,SAILAVKIK REALTY PRIVATE LIMITED,0,0,0
P51700021530,M/s. JIGAR ENTERPRISE,0,0,0
P51700021343,Metro Dream Homes,0,0,0
P51700021425,SHIV ENTERPRISES,0,0,0
P51700021429,DEV CONSTRUCTION,0,0,0
P51700021561,Trinity Developers,0,0,0
P51700021439,VAASTUDEAL DEVELOPERS PVT. LTD.,0,0,12
P51700021387,V. V. ENTERPRISES,0,0,36
P51700021688,RAMESH DUNGARSHI SHAH,0,0,6
P51700021704,KHATRI REALTY,0,0,0
P51700021402,SHREE SHIV OM DEVELOPERS,0,0,0
P51700022743,ARIHANT ENTERPRISES,0,0,0
P51700021555,KASHIBAI NARAYAN PATIL,0,0,0
P51700022416,MORAYA DEVELOPERS,0,0,0
P51700021441,AMEYA DEVELOPERS,0,0,17
P51700021518,Gayatri Builders,0,0,0
P51700021541,VARDHAMAN VENTURE,0,0,6
P51700021521,GANESH DEVELOPERS,0,0,0
P51700021919,Advaita Developers,0,0,18
P51700021579,OM ENTERPRISES,0,0,0
P51700021915,APNA GROUP,0,0,0
P51700021598,OM NAMAH SHIVAY DEVELOPERS PRIVATE LIMITED,0,0,0
P51700022724,RAMA CONSTRUCTION AND DEVELOPERS,0,0,6
P51700021634,KRISHA ENTERPRISES,0,0,18
P51700021897,TRIVENI LIFESTYLE DEVELOPERS LLP,0,0,0
P51700024290,AVADHUT ENTERPRISES,0,0,0
P51700023093,PARAM BUILDERS AND DEVELOPERS,0,0,0
P51700021862,XRBIA WARAI DEVELOPERS PRIVATE LIMITED,0,0,0
P51700021596,XRBIA WARAI DEVELOPERS PRIVATE LIMITED,0,0,0
P51700021558,XRBIA WARAI DEVELOPERS PRIVATE LIMITED,0,0,0
P51700021909,XRBIA WARAI DEVELOPERS PRIVATE LIMITED,0,0,0
P51700023083,M S Developers,0,0,10
P51700021576,CHALAMA INFRAPROPERTIES PRIVATE LIMITED,0,3,0
P51700024317,JAGANI DEVELOPERS,0,0,12
P51700021625,Pruthviraj Balkrishna Mhatre,0,0,0
P51700021799,PRAPTI ENTERPRISES,0,0,0
P51700021662,ECO REALTIES PVT LTD,0,0,0
P51700021620,BUILT CHARMS CORPORATION,0,0,0
P51700021884,SHIVKRUPA ENTERPRISES,0,0,0
P51700021675,SARASWATI BUILDCON,0,0,0
P51700021630,Sai Vishwa Developers,0,0,0
P51700021677,YASH ENTERPRISES,0,0,0
P51700022052,M/S TRIMURTI HOMES,0,0,0
P51700021673,RAMESHAWAR BUILDERS & DEVELOPERS,0,0,0
P51700021657,OM NAMAH SHIVAY DEVELOPERS PRIVATE LIMITED,0,0,0
P51700021785,SBM DEVELOPERS PVT LTD,0,0,29
P51700023684,RAJAI DEVELOPERS,0,0,48
P51700021661,NEELKANTH HI-TECH INFRA,0,0,0
P51700021880,YASH VIKRANT RAIKAR,0,0,0
P51700021742,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700021698,T Bhimjyani Realty Pvt.Ltd.,1,1,16
P51700021771,ALLIANCE INFRA,0,0,0
P51700021914,JAI MALHAR BUILDERS & DEVELOPERS,0,0,12
P51700021733,D A CONSTRUCTION,0,0,0
P51700021729,VISHAL R GROUP & ENTERPRISES,0,0,0
P51700021802,Dream Realtors,0,0,0
P51700021734,VARDHAMAN ENTERPRISES,0,0,48
P51700021828,VARDHAMAN ENTERPRISES,0,0,0
P51700022075,FINE CONSTRUCTION COMPANY,0,0,0
P51700021769,SAI MERE ENTERPRISES,0,0,18
P51700023497,MUNISUVRAT ENTERPRISES,0,0,0
P51700022578,SHREEJI DEVELOPERS,0,0,0
P51700021760,HARIOM ENTERPRISE,0,0,0
P51700021895,JAI GANESH GRUHNIRMAN PRIVATE LIMITED,0,0,5
P51700024425,Sharp Textile Mills Pvt Ltd,0,0,41
P51700022261,OM CONSTRUCTIONS,0,0,0
P51700021829,ShrI Mangalmurti Enterprises,0,0,0
P51700021852,Rohini  Rao,0,0,0
P51700021870,WAMAN BARKU MHATRE,0,0,0
P51700021856,BHAWANI SHANKAR RESIDENCY,0,0,0
P51700024592,SHREE GANRAJ COMMERCE PLAZA,0,0,0
P51700021977,"SBM DEVELOPERS PVT LTD.,",0,0,0
P51700021917,ASK Developers,0,0,0
P51700021845,SKYLAND CONSTRUCTION COMPANY,0,0,0
P51700021983,CHARMS GLOBAL,0,0,12
P51700021881,Neelkanth Infracon,0,0,0
P51700022192,Shivkrupa Developers,0,0,0
P51700022013,SUNIL PURSHOTTAM DESHMUKH,0,0,0
P51700023918,M/S KRISHNA ENTERPRISES,0,0,0
P51700022285,SAGAR BUILTCON,0,0,0
P51700022222,VARDHAMAN INFRASTRUCTURE,0,0,12
P51700021991,ART SALES AND TRADING PVT. LTD.,0,0,0
P51700022652,SAIJI DEVELOPERS,0,0,0
P51700022431,SHREE DATTA DEVELOPERS,0,0,0
P51700025480,MORESHWAR CONSTRUCTIONS,0,0,0
P51700021900,NEELSIDHI ASSOCIATES LLP,0,0,0
P51700022148,PRAKHHYAT DWELLINGS LLP,0,0,0
P51700021992,SHREENATH DEVELOPERS,0,0,12
P51700022076,M/S SQUAREFEET ECO HOUSING LLP,0,0,0
P51700026390,M/S SHREE PRAST,0,0,12
P51700022917,VISHAL CORPORATION,0,0,0
P51700022023,MANGALAM INFRA,0,0,0
P51700021997,MUSSADIQUE HAJINIJAMUDDIN MAJEED,0,0,0
P51700022008,TECHNICON,0,0,0
P51700022010,ANNAPURNA CORPORATION,0,0,0
P51700024240,ALFA ENTERPRISES,1,0,0
P51700022122,PACIFIC EXCELLENCE,0,0,0
P51700022647,Gaurivinayak Builders and Developers Pvt Ltd,0,0,0
P51700022393,GALAXY ASTER,0,0,0
P51700022414,PINNACLE CONSTRUCTION,0,0,0
P51700022628,AARADHANA CONSTRUCTION,0,0,0
P51700022305,Jaykali Developers Private Limited,0,0,0
P51700022158,RAJKUMAR TULJARAM ASWANI,0,0,0
P51700022377,Vir Enterprises,0,0,0
P51700022344,Abbas Constructions,0,0,12
P51700023163,KONARK REALTIES J.V.,0,0,9
P51700022306,Trimity Constructions,0,0,12
P51700022346,Shripatii Realtors Pvt Ltd,0,0,0
P51700022224,VINAYAK ENTERPRISES,0,0,0
P51700022357,SHREE SUMATINATH ENTERPRISES LLP,0,1,0
P51700023162,Vedant Builders and Developers,0,0,0
P51700022359,NEW GLOBAL BUILDERS AND DEVELOPERS,0,0,0
P51700022250,MACROTECH DEVELOPERS LIMITED,3,2,0
P51700022251,MACROTECH DEVELOPERS LIMITED,0,2,0
P51700024133,Shrikrishna Ramchandra Marathe,0,0,10
P51700022580,UMA REALTY,0,0,0
P51700022964,RDC VENTURES,0,0,0
P51700022374,EARTH DEVELOPERS,0,0,0
P51700022565,SPACE EDGE PROJECTS PVT LTD,0,0,0
P51700022542,GAJANAN PROPERTIES,0,0,12
P51700022999,Anant Developers,0,0,0
P51700022796,AADINATH BUILDERS AND DEVELOPERS,0,0,0
P51700022442,GREENSCAPE REALTY,0,0,0
P51700022422,INFINI LANDMARK,0,0,0
P51700022517,WALEKAR & SON'S DEVELOPERS,0,0,0
P51700022637,SHREE DATTA ASSOCIATES,0,0,0
P51700022785,SAHYADRI GRIH NIRMAN,0,0,0
P51700022515,SPLENDOR SHELTERS,0,0,0
P51700024260,VIVEK  BARVE,0,0,0
P51700024883,SAI BALAJI DEVELOPER,0,0,0
P51700023241,SAI PRASAD BUILDERS AND DEVELOPERS,0,0,0
P51700022529,LAXMI DEVELOPERS,0,0,0
P51700022870,Shree GHP Housing,0,0,24
P51700022681,NEELKAMAL BUILDCO,0,0,0
P51700022700,ANANT SQUARE,0,0,0
P51700022752,EKDANT ENTERPRISES,0,0,0
P51700022663,GREENSCAPE VENTURES,0,0,0
P51700022593,Sai Swarg Enterprises,0,0,24
P51700022533,MACROTECH DEVELOPERS LIMITED,0,1,0
P51700022685,SHREE RAJ DEVELOPERS,0,0,0
P51700022601,SHIVSAI BUILDERS AND DEVELOPERS,0,0,0
P51700022786,NND Ambernath LLP,0,1,0
P51700022981,MAHINDRA HAPPINEST DEVELOPERS LIMITED(Formerly known as Mahindra Happinest Developers Pvt. LTD),1,4,0
P51700022586,NND Ambernath LLP,0,1,0
P51700022665,SHIVAM ENTERPRISES,0,0,0
P51700022961,ANANT SQUARE,0,1,0
P51700022959,ANANT SQUARE,0,1,0
P51700023415,N. A Developers,1,0,0
P51700022651,BALAJI WORLD,0,0,0
P51700022689,OM VASTU HOMES,0,0,0
P51700023486,SHREE SIDDHIVINAYAK BUILDERS & DEVELOPERS,0,0,0
P51700022699,Runwal Residency Private Limited,1,0,0
P51700022695,ISHWAR ENTERPRISES,0,0,0
P51700022688,SHREE SHRIPAT BUILDERS & DEVELOPERS,0,0,0
P51700023018,BALAJI BUILDERS AND DEVELOPERS,0,0,0
P51700023860,SHIV MAHIMA DEVELOPERS,0,0,0
P51700022773,PEER REALTY PRIVATE LIMITED,0,0,0
P51700023104,Shivam Developers,0,0,0
P51700022740,MAHARASHTRA ENTERPRISES REAL ESTATE PROMOTERS AND DEVELOPERS,0,0,0
P51700024511,KALYAN DEVELOPMENT CORPORATION,0,0,0
P51700023171,PRAGATI ENTERPRISES,0,0,0
P51700022822,Shree Swami Samartha Associates,0,0,0
P51700023025,CHAMUNDA INFRASTRUCTURE LTD,0,0,0
P51700023930,RANAS CONSTRUCTION,0,0,0
P51700022779,Raymond Limited,0,10,0
P51700022894,ASHAPURA DEVLOPERS,0,0,12
P51700026248,Sai Sakshi Developers,0,0,0
P51700022844,Chaturthi Developers,0,0,0
P51700022847,MATRIX ENCLAVES PROJECTS DEV. PVT. LTD,0,0,0
P51700022825,PALAVA DWELLERS PVT LTD,2,0,0
P51700022900,PALAVA DWELLERS PVT LTD,1,0,0
P51700022990,LAXMI CONSTRUCTION,0,0,0
P51700022950,TELANGE BUILDERS & DEVELOPERS PRIVATE LIMITED,0,0,0
P51700024382,RACHANA INFRASTRUCTURE,0,0,0
P51700023303,SHREE KRISHNA CONSTRUCTION,0,0,12
P51700022984,SHABBIR MOHIDDIN SHEIKH,0,0,0
P51700023490,G G DEVELOPERS,0,0,0
P51700022994,Vinayak Developers,0,0,0
P51700023841,ANIL HARDASMAL THARWANI,0,0,0
P51700023872,ANIL HARDASMAL THARWANI,0,0,0
P51700023974,THARWANI REALTORS,0,0,0
P51700023782,THARWANI REALTORS,0,0,0
P51700023784,THARWANI REALTORS,0,0,0
P51700022980,AMBER BUILDERS & DEVELOPERS,0,0,0
P51700023128,KENDALE DEVELOPERS,0,0,0
P51700022926,ISHWAR ENTERPRISES,0,0,0
P51700022995,Vinayak developers,0,0,0
P51700023217,Kendale Developers,0,0,0
P51700023252,SAKHARAM JANARDAN BHOIR,0,0,0
P51700022940,Raymond Limited,4,14,0
P51700023076,SHREE SAI INFRA,0,0,0
P51700023404,MITTAL PAINTERIOR REALTY LLP,0,1,0
P51700023246,MITTAL PAINTERIOR REALTY LLP,0,1,0
P51700023256,MITTAL PAINTERIOR REALTY LLP,0,1,0
P51700023739,M/S EKVEERA CONSTRUCTIONS,0,0,0
P51700023009,Samarth Construction,0,0,12
P51700024178,Samarth Construction,0,0,0
P51700023874,Neelpadma Associates,0,0,7
P51700023316,SANJAY KISHAN BHOIR,0,0,0
P51700023047,Sheth Developers Private Limited,0,0,0
P51700023331,M/S. SAI SHRADDHA DEVELOPERS,0,0,0
P51700023234,GLORY TOWNSHIP LLP,0,0,0
P51700023466,B K SATRA HUF,0,0,0
P51700023113,SAI GANESH BUILDERS AND DEVELOPERS,0,0,0
P51700023348,SHIVAM DEVELOPERS,0,0,12
P51700023310,SURESH SHALIK MHATRE,0,0,12
P51700023115,VASTU DEVELOPERS,0,0,0
P51700023599,SARVODAY COMBINE,0,0,0
P51700023629,VENUS INFRA,0,0,0
P51700023823,SPLENDOR SHELTERS PVT LTD,0,0,0
P51700023082,SHREE NARAYAN CONSTRUCTION,0,0,0
P51700024877,MUKESH CHHABILDAS SHAH,0,0,0
P51700023096,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700023176,M/S. RAJ HOMES & INFRACON,0,0,15
P51700023125,Nagesh Buildtech LLP,0,0,0
P51700023383,TITANIUM REALTY,0,0,0
P51700028392,MUKTA DEVELOPERS,0,0,48
P51700023675,JV REALITIES,0,0,0
P51700023557,M/s Ekdant Housing,0,1,0
P51700023364,POKHRIYAL AND ASSOCIATES,0,0,0
P51700023261,MODI DEVELOPERS,0,0,12
P51700023432,GANDHI AND SAMANI ENTERPRISES,0,0,0
P51700024041,METRO DEVELOPERS,0,4,0
P51700028738,Kashish Park Realtors,0,15,0
P51700026552,PAVAN HASTIMAL JAIN,0,0,0
P51700023181,Poddar Housing and Development Limited,0,0,0
P51700025355,Raymond Limited,0,10,0
P51700023746,GURU DEVELOPERS,0,0,0
P51700023193,LJTANNA REALTY LLP,0,0,0
P51700024398,CHARMS GLOBAL,0,0,0
P51700023319,VISHWAMAHAL CONSTRUCTION CO,0,0,0
P51700023212,RED BRICKS DEVELOPERS,0,0,0
P51700023692,VINAYAK DEVELOPERS,0,0,0
P51700024060,MACROTECH DEVELOPERS LIMITED,0,1,19
P51700024394,ROYALE URBANSPACE,0,0,0
P51700023695,IMPRESSIONS NXT,0,0,0
P51700023372,IMPRESSIONS NXT,0,0,0
P51700023209,MAHINDRA HAPPINEST DEVELOPERS LIMITED(Formerly known as Mahindra Happinest Developers Pvt. LTD),5,4,0
P51700023671,MILIND VASANT VANI,0,0,0
P51700023720,Sumit Developers,0,0,6
P51700023446,VAIBHAVI DEVELOPERS,0,0,0
P51700023585,OM SAI DEVELOPERS,0,0,0
P51700023565,RAI RESIDENCY Private Limited,0,0,0
P51700023376,ABHA BUILDERS,0,0,0
P51700023694,KRISHNA DEVELOPERS,0,0,0
P51700023614,Tycoons Avanti Projects LLP,1,0,0
P51700023371,SHREE SWAMI SAMARTH DEVELOPERS,0,0,0
P51700025262,SHREE GANESHA ENTERPRISES,0,0,0
P51700023296,Poddar Housing and Development Limited,0,0,21
P51700023590,SAROJ SURYAKUMAR PARIHAR,0,0,12
P51700023548,SHAD MANSOOR DHANGE,0,0,0
P51700023429,Tycoons Avanti Projects LLP,0,0,0
P51700023391,VARDHAMAN ENTERPRISES,0,0,0
P51700023603,SHUBH BUILDERS,0,0,0
P51700023508,Poddar Housing and Development Limited,1,0,0
P51700023568,Mahesh Shriram Borkar,0,0,0
P51700023535,Sujeet Kumar  Singh,0,0,0
P51700023536,Sujeet Kumar  Singh,0,0,0
P51700023898,S S ENTERPRISES,0,0,0
P51700023538,RANGVEL ENTERPRISES,0,0,0
P51700023605,SHARDA VASTU NIRMITEE PVT. LTD.,0,0,0
P51700023545,SPACE DEVELOPERS,0,0,0
P51700024371,Mahesh Shriram Borkar,0,0,0
P51700023550,LJTANNA REALTY LLP,0,0,12
P51700023944,CHIRAG ENTERPRISES,0,0,0
P51700024183,Trimity Constructions,1,0,12
P51700024278,ANIRUDDHA DEVELOPERS,0,0,0
P51700024324,SHREE SAMARTH BUILDERS,0,0,0
P51700023653,VISHNU SHYAMLAL SACHDEV,0,0,0
P51700023656,GAVDEVI SHELTER,0,0,12
P51700023664,SATISH BAPU GIRI,0,0,0
P51700023775,Aurum RealEstate Developers Limited,0,0,0
P51700023911,Aurum RealEstate Developers Limited,0,0,0
P51700024735,MAHESH MAHADU TARE,0,0,0
P51700023854,REGENCY NIRMAN LTD,0,6,12
P51700023851,SADGURU ASSOCIATE,0,0,0
P51700023999,OJASS GOVIND INFRA LLP,0,0,0
P51700025743,Sameer Mukund Natu,0,1,0
P51700024237,MEET INFRA,0,0,12
P51700023796,M/S. SARASWATI HOMES,0,0,12
P51700023820,PADMA CONSTRUCTIONS,0,0,0
P51700024107,R K CONSTRUCTION,0,0,0
P51700023797,ADITI BUILDERS,0,0,0
P51700023900,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700024182,Magnum Enterprises,0,0,20
P51700023800,JOSHI ENTERPRISES,0,0,0
P51700023975,PARIJAT CONSTRUCTION,0,0,0
P51700025980,Fortune Infracreators Private Limited,34,6,0
P51700024349,MAULI CONSTRUCTION,0,0,0
P51700023882,VAISHNAVI DEVELOPERS,0,0,0
P51700027824,Bhalchandra  Wadnerkar,0,0,0
P51700024094,SAIRAJ PROJECTS,0,0,0
P51700024330,Morya Sportscity Infraconstruct Private Limited,0,0,0
P51700023956,OM SAI DEVELOPERS,0,1,0
P51700024023,Piramal Estate Private Limited,5,7,0
P51700035033,MADHUSUDAN BUILDCON,0,0,0
P51700024403,VIVEK  BARVE,0,0,12
P51700024095,SHRINATH DEVELOPERS,0,0,0
P51700024331,SANDESH ENTERPRISES,0,0,0
P51700023966,SUN REALTORS,0,0,12
P51700024100,RIDDHI SIDDHI INFRAPROJECTS,0,0,0
P51700024353,M/S. MAHALAXMI SHELTERS,0,0,8
P51700023963,VINAYAK CONSTRUCTION,0,0,0
P51700025897,MAHAVIRDARSHAN,0,0,0
P51700024171,HARE KRISHNA ENTERPRISES,0,0,0
P51700024062,SAIRAJ BUILDERS,0,0,0
P51700024084,SHREE BALAJI DEVELOPERS,0,0,0
P51700024174,YASH INFRA,0,0,0
P51700025537,ABDUL GULAMPEER SHAIKH,0,0,0
P51700024190,SHREE SAMARTH DEVELOPERS,0,0,0
P51700024141,Palava Dwellers Pvt Ltd,0,0,0
P51700024082,PRATIK CONSTRUCTIONS,0,0,0
P51700024195,AKSHAR INFRA,0,0,0
P51700024117,PADMANABH DEVELOPERS,0,0,0
P51700027519,FBKA Developers LLP,0,0,0
P51700024154,Runwal Residency Private Limited,1,0,0
P51700024487,KULSWAMINI BUILDERS AND DEVELOPERS,0,0,0
P51700028805,SHREE SAI ENTERPRISES,0,0,24
P51700024228,SHANKHESHWAR KREATERS,0,0,0
P51700026236,SHREE MANGALMURTI COMBINES,0,0,0
P51700027069,SAI DEVELOPERS,0,0,0
P51700024245,DEIV ENTERPRISES,0,0,0
P51700024291,Aditya Associates,0,0,0
P51700032766,VASUDHA DEVELOPERS,0,0,18
P51700024299,SURESH JETHANAND VALECHA,0,0,0
P51700024306,AMOL PADMAKAR TARMALE,0,0,0
P51700024517,Mangesh Dashrath Gaikar,0,0,0
P51700025307,PREMNARAYAN  SHUKLA,0,0,0
P51700024350,MAHARASHTRA DEVELOPERS,0,8,18
P51700024337,SUNRISE REALTORS,0,0,0
P51700024879,IMPRESSIONS,0,0,0
P51700024978,Akshar Developers,0,0,12
P51700026770,JAGDALE INFRASTRUCTURE PVT. LTD.,0,2,0
P51700024580,Piramal Estate Private Limited,1,3,0
P51700024581,SUMIT ENTERPRISES,0,0,0
P51700024947,SHREE GURUKRUPA DEVELOPERS,0,0,24
P51700024773,PANDHARINATH SITARAM PATIL,0,0,0
P51700024448,SUPARSHVA INCORPORATION,0,0,0
P51700024496,Godrej Macbricks Private Limited,1,0,18
P51700025161,VIRA THEATRES PVT LTD,0,0,0
P51700024621,METRO SHIVSHAKTI DEVELOPERS,0,0,12
P51700024463,SKYBOUND HEIGHTS INDIA PRIVATE LIMITED,0,0,0
P51700024758,YESU ANAND ENTERPRISES,0,0,0
P51700024791,OM SAI DEVELOPERS,1,0,0
P51700024882,SHRIKRISHNA ENTERPRISES,0,0,0
P51700025521,HUB'S INFRASTRUCTURE,0,0,0
P51700024653,SATYASHIV DEVELOPERS,0,0,0
P51700024552,SHREE KRISHNA CONSTRUCTION,0,0,0
P51700024797,Anand Associates,0,5,0
P51700025055,MORESHWAR DEVELOPERS,0,0,0
P51700024717,BABA DEVELOPER,0,0,0
P51700025993,Broadway,0,0,12
P51700024549,RAHUL ENTERPRISES,0,0,0
P51700024611,SHAHNAWAZ FAROOQUE AHMED MOMIN,0,0,0
P51700025125,M/S OM SWAYAMBHU SIDDHIVINAYAK BUILDERS AND DEVELOPERS,0,1,0
P51700030083,NAVADITYA DEVELOPERS,0,0,0
P51700024548,Samir Shrinivas Kale,0,0,0
P51700024748,AMRUT LAXMI DEVELOPERS,0,0,12
P51700024590,YUVRAJ NATHU PAGARE,0,0,0
P51700025622,SHREE SAI ASSOCIATES,0,0,0
P51700025000,Sai Vaishnavi Enterprises,0,0,3
P51700026950,L. K. Realtors,0,0,11
P51700025265,PINNACLE INFRA,0,0,0
P51700025088,A1 BUILDCON,0,0,0
P51700024815,MACROTECH DEVELOPERS LIMITED,0,1,19
P51700025165,ASHAPURA CORPORATION,0,0,0
P51700025010,M/S. JAI SANTOSHI MAA ENTERPRISES,0,0,0
P51700029570,SURESH KESHAVRAO YASHVANTRAO,0,0,10
P51700024709,AMARSINGH NARAYANSINGH THAKUR,0,0,0
P51700024889,JASHNANI CONSTRUCTION PRIVATE LIMITED,0,2,12
P51700024721,SHIVKRUPA ENTERPRISES,0,0,0
